# aligned companion of POSNoise_PatternList_En_v2.1.txt; evidence: UD_English-EWT (33244 sentences)
# entry	upos	class	evidence_count
with regard to	ADP	MWE	3076
with respect to	ADP	MWE	3076
with the exception of	ADP	MWE	3076
with the result that	ADP	MWE	3076
with this	ADP	MWE	3076
with this in mind	ADP	MWE	3076
with this intention	ADP	MWE	3076
with this purpose in mind	ADP	MWE	3076
within	ADP	ADP	128
within sight	ADP	MWE	128
without	ADP	ADP	166
without a doubt	ADP	MWE	166
without doubt	ADP	MWE	166
won't	-	UNK	0
work	VERB	LVERB	860
worked	VERB	LVERB	82
working	VERB	LVERB	160
works	VERB	LVERB	80
would	AUX	AUX	1598
woulded	-	UNK	0
woulding	-	UNK	0
wouldn't	-	UNK	0
woulds	-	UNK	0
would've	-	UNK	0
yes	INTJ	INTJ	172
yet	ADV	ADV	148
you	PRON	PRON	5574
you'd	-	UNK	0
you'll	-	UNK	0
your	PRON	PRON	1716
you're	PRON	PRON	2
yours	PRON	PRON	8
yourself	PRON	PRON	78
yourselves	PRON	PRON	4
you've	-	UNK	0
