# aligned companion of POSNoise_PatternList_De_v3.0.txt; evidence: UD_German-GSD (15589 sentences)
# entry	upos	class	evidence_count
jeden	DET	DET	32
jedenfalls	ADV	ADV	7
jeder	DET	DET	149
jederlei	-	UNK	0
jedermann	-	UNK	0
jedermanns	-	UNK	0
jederzeit	ADV	ADV	8
jedes	DET	DET	20
jedes mal	DET	MWE	20
jedoch	ADV	ADV	252
jedwede	-	UNK	0
jedwedem	-	UNK	0
jedweden	-	UNK	0
jedweder	-	UNK	0
jedwedes	-	UNK	0
jegliche	DET	DET	3
jeglichen	DET	DET	1
jeglicher	DET	DET	4
jemals	ADV	ADV	2
jemand	PRON	PRON	10
jemand anders	PRON	MWE	10
jemandem	-	UNK	0
jemanden	PRON	PRON	1
jene	DET	DET	8
jenem	DET	DET	3
jenen	DET	DET	6
jener	DET	DET	33
jenes	DET	DET	4
jenseits	ADP	ADP	5
jesus	PROPN	OTH	5
jetzt	ADV	ADV	57
jeweils	ADV	ADV	52
jo	PROPN	OTH	2
joa	-	UNK	0
juhu	-	UNK	0
just	PROPN	OTH	2
jüngst	-	UNK	0
kann	AUX	AUX	341
kann sein	AUX	MWE	341
kannst	AUX	AUX	1
kaum	ADV	ADV	41
kaum dass	ADV	MWE	41
kein	DET	DET	295
kein bisschen	DET	MWE	295
kein stück	DET	MWE	295
keine	DET	DET	157
keine frage	DET	MWE	157
keine ursache	DET	MWE	157
keine zweifel	DET	MWE	157
keinem	DET	DET	12
keinen	DET	DET	46
keinen deut	DET	MWE	46
keiner	DET	DET	10
keinerlei	DET	DET	5
keines	DET	DET	2
keinesfalls	-	UNK	0
keinesfalls nicht	-	MWE	0
keineswegs	ADV	ADV	3
keinmal	-	UNK	0
keins	-	UNK	0
klar	ADJ	OTH	24
klarer fall	ADJ	MWE	2
klugerweise	-	UNK	0
komischerweise	-	UNK	0
kommende	ADJ	OTH	2
kommenden	ADJ	OTH	10
komplett	ADJ	OTH	15
konnte	AUX	AUX	180
konnten	AUX	AUX	52
konntest	-	UNK	0
konntet	-	UNK	0
konsequenterweise	-	UNK	0
kraft	NOUN	OTH	26
krass	-	UNK	0
kurz	ADJ	OTH	129
kurz gesagt	ADJ	MWE	129
kurz nach	ADJ	MWE	129
kurz vor	ADJ	MWE	129
kurzerhand	ADV	ADV	5
kurzum	-	UNK	0
kurzzeitig	ADJ	OTH	8
können	AUX	AUX	832
könnt	AUX	AUX	1
könnte	AUX	AUX	25
könnten	AUX	AUX	12
könntest	-	UNK	0
könntet	-	UNK	0
künftig	ADJ	OTH	20
lange	ADJ	OTH	67
laut	ADP	ADP	34
lauter	ADJ	OTH	1
lediglich	ADV	ADV	37
leicht	ADJ	OTH	49
leider	ADV	ADV	65
letzte	ADJ	OTH	40
letztem	-	UNK	0
letzten	ADJ	OTH	67
letzten endes	ADJ	MWE	67
letztendlich	ADJ	OTH	8
letztenendes	ADV	ADV	1
letztens	-	UNK	0
letzter	ADJ	OTH	18
letztere	ADJ	OTH	7
letzterem	ADJ	OTH	3
letzteren	NOUN	OTH	2
letzterer	ADJ	OTH	2
letzteres	ADJ	OTH	3
letztes	ADJ	OTH	3
letztlich	ADV	ADV	13
lg	PROPN	OTH	2
liebe grüsse	NOUN	MWE	15
liebe grüße	NOUN	MWE	15
lieber	ADV	ADV	8
links	ADV	ADV	10
logischerweise	-	UNK	0
los	ADJ	OTH	19
längs	ADP	ADP	3
längst	ADV	ADV	1
mag	AUX	AUX	11
mag sein	AUX	MWE	11
magst	-	UNK	0
mal	NOUN	OTH	135
mal mal	NOUN	MWE	135
man	PRON	PRON	418
man weiß nicht	PRON	MWE	418
manch	-	UNK	0
manche	DET	DET	14
manchem	-	UNK	0
manchen	DET	DET	7
mancher	DET	DET	22
mancherlei	DET	DET	1
mancherorts	-	UNK	0
manches	-	UNK	0
manchmal	ADV	ADV	19
mangels	NOUN	OTH	2
mann	NOUN	OTH	97
massenhaft	ADJ	OTH	2
masslos	-	UNK	0
maßlos	ADJ	OTH	1
mega	ADJ	OTH	2
mehr	ADV	ADV	436
mehr noch	ADV	MWE	436
mehr oder weniger	ADV	MWE	436
mehr schlecht als recht	ADV	MWE	436
mehrer	-	UNK	0
mehrere	DET	DET	95
mehreren	DET	DET	37
mehrerer	DET	DET	8
mehrerlei	-	UNK	0
mehrfach	ADJ	OTH	17
mehrheitlich	ADJ	OTH	3
mehrmals	ADV	ADV	12
mehrzahl	NOUN	OTH	3
mei	-	UNK	0
meim	-	UNK	0
mein	DET	DET	195
meine	DET	DET	70
meinem	DET	DET	23
meinen	VERB	LVERB	47
meiner	DET	DET	33
meines	DET	DET	5
meines erachtens	DET	MWE	5
meinetwegen	-	UNK	0
meinige	-	UNK	0
meins	-	UNK	0
meist	ADV	ADV	124
meiste	DET	DET	3
meisten	DET	DET	55
meistens	ADV	ADV	11
meistenteils	ADV	ADV	1
mensch	NOUN	OTH	115
mer	PROPN	OTH	1
merkwürdigerweise	-	UNK	0
mfg	-	UNK	0
mich	PRON	PRON	102
mich selbst	PRON	MWE	102
mindestens	ADV	ADV	30
mir	PRON	PRON	110
mit	ADP	ADP	2340
mit anderen worten	ADP	MWE	2340
mit ausnahme	ADP	MWE	2340
mit ausnahme von	ADP	MWE	2340
mit beginn	ADP	MWE	2340
mit freundlichen grüssen	ADP	MWE	2340
mit freundlichen grüßen	ADP	MWE	2340
mit hilfe	ADP	MWE	2340
mit sicherheit	ADP	MWE	2340
miteinander	ADV	ADV	8
mithilfe	NOUN	OTH	1
mithin	ADV	ADV	1
mitnichten	ADV	ADV	1
mitsamt	ADP	ADP	2
mittags	ADV	ADV	2
mittels	ADP	ADP	22
mitten	ADV	ADV	16
mitunter	ADV	ADV	3
mochte	-	UNK	0
mochten	AUX	AUX	1
mochtest	-	UNK	0
mochtet	-	UNK	0
moin	-	UNK	0
momentan	ADJ	OTH	4
morgen	NOUN	OTH	12
morgens	ADV	ADV	2
muss	AUX	AUX	79
musst	-	UNK	0
musste	AUX	AUX	60
mussten	AUX	AUX	33
musstest	-	UNK	0
musstet	-	UNK	0
mutmasslich	-	UNK	0
mutmaßlich	ADJ	OTH	1
muß	AUX	AUX	37
mußt	-	UNK	0
mußte	AUX	AUX	3
mässig	-	UNK	0
mäßig	ADJ	OTH	3
möcht	-	UNK	0
möchte	AUX	AUX	29
möchten	AUX	AUX	2
möchtest	-	UNK	0
möchtet	-	UNK	0
mögen	AUX	AUX	45
möglich	ADJ	OTH	72
möglicherweise	ADV	ADV	14
möglichst	ADV	ADV	10
mögt	-	UNK	0
müssen	AUX	AUX	298
müsst	AUX	AUX	1
müsste	AUX	AUX	3
müssten	AUX	AUX	3
müsstest	-	UNK	0
müsstet	-	UNK	0
müßte	AUX	AUX	1
na	PROPN	OTH	5
na gut	PROPN	MWE	5
na ja	PROPN	MWE	5
na klar	PROPN	MWE	5
na so was	PROPN	MWE	5
nach	ADP	ADP	1228
nach ablauf von	ADP	MWE	1228
nachdem	SCONJ	SCONJ	83
nacheinander	ADV	ADV	2
nachher	-	UNK	0
nachmittags	ADV	ADV	1
nachts	ADV	ADV	7
nachweislich	ADJ	OTH	2
nahe	ADP	ADP	38
nahezu	ADV	ADV	18
naja	ADV	ADV	2
namentlich	ADJ	OTH	2
nanu	-	UNK	0
naturgemäß	-	UNK	0
natürlich	ADJ	OTH	26
ne	DET	DET	2
neben	ADP	ADP	127
nebenan	ADV	ADV	1
nebenbei	ADV	ADV	5
nebeneinander	ADV	ADV	4
nebst	ADP	ADP	2
nech	-	UNK	0
nee	-	UNK	0
nein	PART	PART	6
nem	-	UNK	0
nen	-	UNK	0
ner	-	UNK	0
netterweise	-	UNK	0
neuerdings	-	UNK	0
neuerlich	-	UNK	0
neulich	-	UNK	0
neun	NUM	NUM	24
neuneinhalb	-	UNK	0
neunte	ADJ	OTH	2
neunten	ADJ	OTH	1
neunter	-	UNK	0
neuntes	-	UNK	0
neunundneunzig	-	UNK	0
neunzehnte	-	UNK	0
neunzig	-	UNK	0
nich	PART	PART	1
nicht	PART	PART	1099
nicht anders als	PART	MWE	1099
nicht einmal	PART	MWE	1099
nicht ganz	PART	MWE	1099
nicht im geringsten	PART	MWE	1099
nicht mehr	PART	MWE	1099
nicht nur	PART	MWE	1099
nicht nur sondern auch	PART	MWE	1099
nicht so sehr als vielmehr	PART	MWE	1099
nicht sonderlich	PART	MWE	1099
nicht wahr	PART	MWE	1099
nicht zuletzt	PART	MWE	1099
nichts	PRON	PRON	61
nichts als	PRON	MWE	61
nichts weiter als	PRON	MWE	61
nichts zu danken	PRON	MWE	61
nichtsdestotrotz	ADV	ADV	1
nichtsdestoweniger	-	UNK	0
nie	ADV	ADV	58
nie mehr	ADV	MWE	58
niemals	ADV	ADV	10
niemals mehr	ADV	MWE	10
niemand	PRON	PRON	12
niemand sonst	PRON	MWE	12
niemandem	-	UNK	0
niemanden	PRON	PRON	1
nirgendhin	-	UNK	0
nirgends	-	UNK	0
nirgends mehr	-	MWE	0
nirgendwo	ADV	ADV	2
nirgendwohin	-	UNK	0
noch	ADV	ADV	519
noch einmal	ADV	MWE	519
nochmal	ADV	ADV	3
nochmals	ADV	ADV	11
nochwas	-	UNK	0
normalerweise	ADV	ADV	7
notfalls	ADV	ADV	3
notgedrungen	-	UNK	0
notwendigerweise	-	UNK	0
null	NOUN	OTH	5
nun	ADV	ADV	97
nun gut	ADV	MWE	97
nun ja	ADV	MWE	97
nun mal	ADV	MWE	97
nunmal	-	UNK	0
nunmehr	ADV	ADV	9
nur	ADV	ADV	568
nur bedingt	ADV	MWE	568
nur dass	ADV	MWE	568
nur noch	ADV	MWE	568
nächste	ADJ	OTH	13
nächsten	ADJ	OTH	47
nächster	ADJ	OTH	3
nächstes	NOUN	OTH	2
nämlich	ADV	ADV	7
nö	-	UNK	0
nötigenfalls	-	UNK	0
ob	SCONJ	SCONJ	62
oben	ADV	ADV	15
obendrein	-	UNK	0
oberhalb	ADP	ADP	6
obgleich	SCONJ	SCONJ	1
obschon	-	UNK	0
obwohl	SCONJ	SCONJ	46
obzwar	-	UNK	0
oder	CCONJ	CCONJ	577
oder aber	CCONJ	MWE	577
oder dergleichen	CCONJ	MWE	577
oder so	CCONJ	MWE	577
oder so was	CCONJ	MWE	577
oder so ähnlich	CCONJ	MWE	577
oder was auch immer	CCONJ	MWE	577
oder was weiß ich	CCONJ	MWE	577
offen gesagt	ADJ	MWE	42
offenbar	ADJ	OTH	12
offenkundig	ADJ	OTH	2
offensichtlich	ADJ	OTH	4
oft	ADV	ADV	72
oh	-	UNK	0
oha	-	UNK	0
ohne	ADP	ADP	120
ohne ausnahme	ADP	MWE	120
ohne frage	ADP	MWE	120
ohne weiteres	ADP	MWE	120
ohne zweifel	ADP	MWE	120
ohnedies	ADV	ADV	1
ohnehin	ADV	ADV	3
oje	-	UNK	0
ojemine	-	UNK	0
paar	ADJ	OTH	35
paradoxerweise	-	UNK	0
pardon	-	UNK	0
partout	-	UNK	0
pauschal	ADJ	OTH	1
per	ADP	ADP	21
persönlich	ADJ	OTH	36
pfui	-	UNK	0
pipapo	-	UNK	0
plus	NOUN	OTH	4
plötzlich	ADJ	OTH	15
praktisch	ADJ	OTH	13
prinzipiell	ADJ	OTH	4
prost	PROPN	OTH	1
pscht	-	UNK	0
pst	-	UNK	0
puh	-	UNK	0
qua	-	UNK	0
quasi	ADV	ADV	4
ran	PROPN	OTH	1
recht	NOUN	OTH	97
rechts	ADV	ADV	13
regelmässig	ADJ	OTH	1
regelmäßig	ADJ	OTH	34
reichlich	ADJ	OTH	7
reiflich	-	UNK	0
reihenweise	-	UNK	0
rein gar nichts	ADJ	MWE	29
relativ	ADJ	OTH	21
respektive	CCONJ	CCONJ	1
restlos	ADJ	OTH	3
resümierend	-	UNK	0
richtig	ADJ	OTH	49
richtigerweise	-	UNK	0
richtiggehend	-	UNK	0
riesig	ADJ	OTH	4
ringsum	-	UNK	0
ruhig	ADJ	OTH	13
rund	ADV	ADV	108
rundheraus	-	UNK	0
rundherum	ADV	ADV	2
rundum	ADV	ADV	4
rundweg	NOUN	OTH	2
rückwärts	-	UNK	0
samt	ADP	ADP	7
samt und sonders	ADP	MWE	7
sattsam	-	UNK	0
scheinbar	ADJ	OTH	11
schlechterdings	-	UNK	0
schlicht	ADJ	OTH	6
schlichtweg	ADV	ADV	1
schliesslich	-	UNK	0
schließlich	ADV	ADV	61
schlimmstenfalls	-	UNK	0
schlussendlich	ADJ	OTH	1
schlußendlich	ADJ	OTH	1
schnellstens	-	UNK	0
schon	ADV	ADV	182
schon allein	ADV	MWE	182
schwerlich	ADJ	OTH	2
schätzungsweise	ADV	ADV	2
se	PROPN	OTH	1
sechs	NUM	NUM	72
sechseinhalb	-	UNK	0
sechstausend	-	UNK	0
sechste	NOUN	OTH	7
sechstel	-	UNK	0
sechsten	ADJ	OTH	8
sechstens	-	UNK	0
sechster	NOUN	OTH	4
sechstes	-	UNK	0
sechzehn	NUM	NUM	1
sechzehnte	-	UNK	0
sechzig	PROPN	OTH	2
sehr	ADV	ADV	473
sei	AUX	AUX	111
sei es drum	AUX	MWE	111
sei's drum	-	MWE	0
seid	AUX	AUX	1
seien	AUX	AUX	31
seien sie so gut	AUX	MWE	31
seiend	-	UNK	0
seiet	-	UNK	0
seim	-	UNK	0
sein	AUX	AUX	6407
seine	DET	DET	423
seinem	DET	DET	171
seinen	DET	DET	175
seiner	DET	DET	300
seinerzeit	-	UNK	0
seines	DET	DET	78
seinesgleichen	-	UNK	0
seinige	-	UNK	0
seins	NOUN	OTH	2
seist	-	UNK	0
seit	ADP	ADP	348
seit dem	ADP	MWE	348
seitdem	ADV	ADV	33
seitens	ADP	ADP	5
seither	ADV	ADV	17
seitwärts	-	UNK	0
selber	DET	DET	40
selbige	DET	DET	1
selbigem	-	UNK	0
selbigen	-	UNK	0
selbiger	-	UNK	0
selbiges	-	UNK	0
selbst	ADV	ADV	137
selbstredend	-	UNK	0
selbstverständlich	ADJ	OTH	7
selten	ADJ	OTH	48
seltsamerweise	-	UNK	0
servus	-	UNK	0
sich	PRON	PRON	1595
sich gegenseitig	PRON	MWE	1595
sich selbst	PRON	MWE	1595
sicher	ADJ	OTH	26
sicherlich	ADV	ADV	6
sichtlich	ADJ	OTH	4
sie	PRON	PRON	1235
sieben	NUM	NUM	58
siebeneinhalb	-	UNK	0
siebente	NOUN	OTH	1
siebenten	-	UNK	0
siebenter	-	UNK	0
siebentes	-	UNK	0
siebte	NOUN	OTH	2
siebtel	-	UNK	0
siebten	ADJ	OTH	9
siebtens	-	UNK	0
siebter	NOUN	OTH	2
siebtes	-	UNK	0
siebzehn	-	UNK	0
siebzehnte	-	UNK	0
siebzig	-	UNK	0
sieht so aus	VERB	MWE	30
sind	AUX	AUX	794
sinnvollerweise	-	UNK	0
sintemal	-	UNK	0
so	ADV	ADV	455
so einigermaßen	ADV	MWE	455
so etwa	ADV	MWE	455
so gut wie	ADV	MWE	455
so in etwa	ADV	MWE	455
so lala	ADV	MWE	455
so manche	ADV	MWE	455
so richtig	ADV	MWE	455
so wie	ADV	MWE	455
so … wie	ADV	MWE	455
sobald	SCONJ	SCONJ	5
sodann	-	UNK	0
sodass	SCONJ	SCONJ	13
soeben	-	UNK	0
sofern	SCONJ	SCONJ	9
sofort	ADV	ADV	37
sogar	ADV	ADV	58
sogleich	ADJ	OTH	1
solang	-	UNK	0
solange	SCONJ	SCONJ	4
solch	DET	DET	4
solche	DET	DET	33
solchem	-	UNK	0
solchen	DET	DET	12
solcher	DET	DET	63
solcherlei	-	UNK	0
solches	DET	DET	8
soll	AUX	AUX	91
sollen	AUX	AUX	289
sollst	AUX	AUX	1
sollt	-	UNK	0
sollte	AUX	AUX	92
sollten	AUX	AUX	41
solltest	-	UNK	0
solltet	-	UNK	0
somit	ADV	ADV	47
sonach	-	UNK	0
sonder	CCONJ	CCONJ	1
sondern	CCONJ	CCONJ	123
sondern auch	CCONJ	MWE	123
sonnenklar	-	UNK	0
sonst	ADV	ADV	20
sonst nichts	ADV	MWE	20
sonstige	ADJ	OTH	4
sonstigem	-	UNK	0
sonstigen	ADJ	OTH	4
sonstiger	-	UNK	0
sonstiges	-	UNK	0
sooft	-	UNK	0
sorry	NOUN	OTH	1
soundsovielte	-	UNK	0
soviel	DET	DET	7
soviel ich weiß	DET	MWE	7
sovielte	-	UNK	0
sowas	PRON	PRON	1
sowas in der art	PRON	MWE	1
soweit	SCONJ	SCONJ	6
soweit ich weiß	SCONJ	MWE	6
sowie	CCONJ	CCONJ	252
sowie auch	CCONJ	MWE	252
sowieso	ADV	ADV	6
sowohl	CCONJ	CCONJ	51
sowohl als	CCONJ	MWE	51
sowohl als auch	CCONJ	MWE	51
sowohl wie auch	CCONJ	MWE	51
sozusagen	ADV	ADV	2
speziell	ADJ	OTH	39
sporadisch	ADJ	OTH	1
sprich	-	UNK	0
später	ADJ	OTH	219
stark	ADJ	OTH	114
statt	ADP	ADP	68
stattdessen	ADV	ADV	8
stellenweise	-	UNK	0
stets	ADV	ADV	27
ständig	ADJ	OTH	13
super	ADJ	OTH	77
sämtliche	DET	DET	11
sämtlichen	DET	DET	1
sämtlicher	DET	DET	2
sämtliches	DET	DET	1
tagsüber	ADV	ADV	2
tagtäglich	-	UNK	0
tatsächlich	ADJ	OTH	25
tausend	NUM	NUM	13
tausende	NOUN	OTH	7
tausendste	-	UNK	0
tausendstel	-	UNK	0
teils	ADV	ADV	15
teils teils	ADV	MWE	15
teilweise	ADV	ADV	47
tja	-	UNK	0
todsicher	-	UNK	0
total	ADJ	OTH	23
trotz	ADP	ADP	39
trotz alledem	ADP	MWE	39
trotz allem	ADP	MWE	39
trotzdem	ADV	ADV	25
tschüs	-	UNK	0
tschüss	-	UNK	0
tut mir leid	VERB	MWE	6
u a	NOUN	MWE	36
u. a.	X	MWE	1
u.a.	X	OTH	22
u.u.	-	UNK	0
ua	ADV	ADV	1
uff	-	UNK	0
um	ADP	ADP	586
umgehend	ADJ	OTH	5
umgekehrt	ADJ	OTH	6
ums	-	UNK	0
umso	ADV	ADV	3
umständehalber	-	UNK	0
unbedingt	ADV	ADV	8
unbeschreiblich	ADJ	OTH	1
und	CCONJ	CCONJ	7193
und der gleichen	CCONJ	MWE	7193
und dergleichen	CCONJ	MWE	7193
und so	CCONJ	MWE	7193
und so fort	CCONJ	MWE	7193
und so weiter	CCONJ	MWE	7193
und was nicht alles	CCONJ	MWE	7193
und ähnliches	CCONJ	MWE	7193
und/oder	-	UNK	0
unerhört	ADJ	OTH	1
ungeachtet	VERB	LVERB	1
ungeachtet dessen	VERB	MWE	1
ungefähr	ADV	ADV	8
ungeheuer	ADJ	OTH	2
ungemein	-	UNK	0
ungern	-	UNK	0
ungewöhnlich	ADJ	OTH	5
unglaublich	ADJ	OTH	8
ungleich	ADJ	OTH	3
unglücklicherweise	ADV	ADV	1
unlängst	-	UNK	0
unmaßgeblich	-	UNK	0
unregelmässig	-	UNK	0
unregelmäßig	ADJ	OTH	3
uns	PRON	PRON	116
uns selbst	PRON	MWE	116
unsagbar	-	UNK	0
unser	DET	DET	124
unsere	DET	DET	53
unsereiner	-	UNK	0
unserem	DET	DET	13
unseren	DET	DET	11
unserer	DET	DET	16
unseres	DET	DET	7
unsers	-	UNK	0
unsre	-	UNK	0
unsrem	-	UNK	0
unsren	-	UNK	0
unsrer	-	UNK	0
unsrige	-	UNK	0
unstreitig	-	UNK	0
unsäglich	-	UNK	0
unten	ADV	ADV	15
unter	ADP	ADP	422
unter anderem	ADP	MWE	422
unter der bedingung dass	ADP	MWE	422
unter keinen umständen	ADP	MWE	422
unter umständen	ADP	MWE	422
untereinander	ADV	ADV	8
unterhalb	ADP	ADP	9
unterm	-	UNK	0
unterm strich	-	MWE	0
untern	-	UNK	0
unters	-	UNK	0
unverhohlen	-	UNK	0
unverzüglich	ADJ	OTH	2
unweigerlich	-	UNK	0
unweit	ADP	ADP	8
unzweifelhaft	-	UNK	0
unzählige	ADJ	OTH	3
unzähligen	ADJ	OTH	1
ups	X	OTH	1
usf	ADV	ADV	1
usf.	-	UNK	0
usw	X	OTH	6
usw.	-	UNK	0
uu	-	UNK	0
vereinzelt	ADJ	OTH	8
vergangenen	ADJ	OTH	20
vergleichsweise	ADV	ADV	6
verglichen mit	VERB	MWE	3
vermeintlich	ADJ	OTH	4
vermutlich	ADJ	OTH	33
vermutlich auch	ADJ	MWE	33
vermöge	VERB	LVERB	1
vernünftigerweise	-	UNK	0
versehentlich	ADJ	OTH	1
verständlicherweise	ADV	ADV	1
verzeih	PROPN	OTH	1
verzeihung	-	UNK	0
viel	DET	DET	297
viele	DET	DET	139
viele grüße	DET	MWE	139
vieleicht	-	UNK	0
vielem	DET	DET	1
vielen	DET	DET	75
vielen dank	DET	MWE	75
vieler	DET	DET	8
vielerlei	-	UNK	0
vielerorts	ADV	ADV	3
vieles	DET	DET	3
vielfach	ADJ	OTH	1
vielleicht	ADV	ADV	24
vielleicht auch	ADV	MWE	24
vielmehr	ADV	ADV	11
vier	NUM	NUM	118
viereinhalb	-	UNK	0
vierte	ADJ	OTH	13
viertel	NOUN	OTH	12
vierten	ADJ	OTH	7
viertens	-	UNK	0
vierter	NOUN	OTH	4
viertes	ADJ	OTH	1
vierzehn	NUM	NUM	1
vierzehnte	-	UNK	0
vierzig	NUM	NUM	4
voll	ADJ	OTH	33
voll und ganz	ADJ	MWE	33
vollends	-	UNK	0
vollkommen	ADJ	OTH	4
vollständig	ADJ	OTH	33
vom	-	UNK	0
von	ADP	ADP	3628
von neuem	ADP	MWE	3628
von zeit zu zeit	ADP	MWE	3628
voneinander	ADV	ADV	5
vor	ADP	ADP	475
vor ablauf von	ADP	MWE	475
vor allem	ADP	MWE	475
vorab	ADV	ADV	5
voraus	ADV	ADV	5
vorausgesetzt	-	UNK	0
vorausgesetzt dass	-	MWE	0
vordem	-	UNK	0
voreinander	-	UNK	0
vorgestern	-	UNK	0
vorher	ADV	ADV	28
vorherige	ADJ	OTH	1
vorherigen	ADJ	OTH	4
vorhin	-	UNK	0
vorige	ADJ	OTH	1
vorigen	ADJ	OTH	4
voriger	-	UNK	0
voriges	-	UNK	0
vorletzte	ADJ	OTH	2
vorletzten	ADJ	OTH	4
vorm	-	UNK	0
vormals	ADV	ADV	1
vormittags	-	UNK	0
vorn	ADV	ADV	5
vorne	ADV	ADV	8
vornehmlich	ADJ	OTH	7
vors	-	UNK	0
vorwiegend	ADJ	OTH	11
vorwärts	NOUN	OTH	1
vorübergehend	ADJ	OTH	5
völlig	ADJ	OTH	27
wahnsinnig	ADJ	OTH	2
wahrscheinlich	ADJ	OTH	23
wann	ADV	ADV	1
war	AUX	AUX	1325
war's	-	UNK	0
ward	-	UNK	0
wardst	-	UNK	0
waren	AUX	AUX	313
wars	-	UNK	0
warst	-	UNK	0
wart	VERB	LVERB	1
warum	ADV	ADV	12
was	PRON	PRON	218
was auch immer	PRON	MWE	218
was für	PRON	MWE	218
was für ein	PRON	MWE	218
was weiß ich	PRON	MWE	218
weder	CCONJ	CCONJ	17
weder noch	CCONJ	MWE	17
weg	NOUN	OTH	63
wegen	ADP	ADP	110
weidlich	-	UNK	0
weil	SCONJ	SCONJ	84
weiland	-	UNK	0
weit	ADJ	OTH	313
weiter	ADV	ADV	101
weiter oben	ADV	MWE	101
weiter unten	ADV	MWE	101
weitere	ADJ	OTH	131
weiteren	ADJ	OTH	90
weiteres	ADJ	OTH	14
weiterhin	ADV	ADV	34
weitestgehend	ADJ	OTH	4
weitgehend	ADJ	OTH	22
weithin	ADV	ADV	3
welch	DET	DET	1
welch ein	DET	MWE	1
welche	DET	DET	55
welchem	DET	DET	10
welchen	DET	DET	4
welcher	DET	DET	119
welcherlei	-	UNK	0
welches	DET	DET	26
wem	PRON	PRON	2
wen	PRON	PRON	3
wenig	DET	DET	116
wenige	DET	DET	42
wenigen	DET	DET	22
weniger	ADV	ADV	50
weniges	-	UNK	0
wenigsten	ADJ	OTH	2
wenigstens	ADV	ADV	7
wenn	SCONJ	SCONJ	163
wenn auch	SCONJ	MWE	163
wenn ich bitten darf	SCONJ	MWE	163
wenn nötig	SCONJ	MWE	163
wenn schon	SCONJ	MWE	163
wenngleich	SCONJ	SCONJ	2
wennschon	-	UNK	0
wer	PRON	PRON	45
wer auch immer	PRON	MWE	45
wer weiß	PRON	MWE	45
werd	AUX	AUX	1
werde	AUX	AUX	52
werden	AUX	AUX	3639
werdend	ADJ	OTH	4
werdet	AUX	AUX	1
weshalb	ADV	ADV	9
wessen	-	UNK	0
wessenthalben	-	UNK	0
weswegen	-	UNK	0
wider	ADV	ADV	6
widrigenfalls	-	UNK	0
wie	ADP	ADP	466
wie auch	ADP	MWE	466
wie auch immer	ADP	MWE	466
wie dem auch sei	ADP	MWE	466
wie es heißt	ADP	MWE	466
wie es scheint	ADP	MWE	466
wie etwa	ADP	MWE	466
wie folgt	ADP	MWE	466
wie gesagt	ADP	MWE	466
wie lange	ADP	MWE	466
wie man hört	ADP	MWE	466
wie oft	ADP	MWE	466
wie verlautet	ADP	MWE	466
wie viel	ADP	MWE	466
wie viele	ADP	MWE	466
wie wenn	ADP	MWE	466
wie zum beispiel	ADP	MWE	466
wieder	ADV	ADV	270
wieder und wieder	ADV	MWE	270
wiederholt	VERB	LVERB	20
wiederholtermaßen	-	UNK	0
wiederum	ADV	ADV	20
wieso	ADV	ADV	2
wieviel	DET	DET	1
wievielte	-	UNK	0
will	AUX	AUX	66
willst	-	UNK	0
wir	PRON	PRON	440
wird	AUX	AUX	676
wirklich	ADV	ADV	78
wirst	AUX	AUX	1
wo	ADV	ADV	152
wobei	ADV	ADV	56
wodurch	ADV	ADV	12
wofür	-	UNK	0
wogegen	-	UNK	0
woher	ADV	ADV	2
wohin	ADV	ADV	5
wohingegen	ADV	ADV	3
wohl	ADV	ADV	50
wohl eher	ADV	MWE	50
wohlgemerkt	-	UNK	0
woll	-	UNK	0
wollen	AUX	AUX	210
wollt	VERB	LVERB	2
wollte	AUX	AUX	59
wollten	AUX	AUX	26
wolltest	-	UNK	0
wolltet	-	UNK	0
womit	ADV	ADV	4
womöglich	ADV	ADV	2
wonach	ADV	ADV	6
woran	ADV	ADV	1
worauf	ADV	ADV	3
woraufhin	ADV	ADV	7
woraus	ADV	ADV	1
worden	AUX	AUX	114
worin	ADV	ADV	2
worum	-	UNK	0
worunter	-	UNK	0
worüber	-	UNK	0
wovon	ADV	ADV	10
wovor	-	UNK	0
wow	-	UNK	0
wozu	ADV	ADV	5
wurde	AUX	AUX	1519
wurden	AUX	AUX	446
wurdest	-	UNK	0
wurdet	-	UNK	0
während	ADP	ADP	209
währenddem	-	UNK	0
währenddessen	ADV	ADV	3
wär	-	UNK	0
wäre	AUX	AUX	28
wären	AUX	AUX	11
wären sie so freundlich	AUX	MWE	11
wärest	-	UNK	0
wäret	-	UNK	0
wärst	-	UNK	0
wärt	-	UNK	0
würde	AUX	AUX	52
würden	AUX	AUX	18
würdest	-	UNK	0
würdet	-	UNK	0
x-mal	-	UNK	0
x-te	-	UNK	0
z. b.	ADP	MWE	20
z.b.	ADV	ADV	24
zahllose	-	UNK	0
zahlreiche	ADJ	OTH	49
zahlreichen	ADJ	OTH	26
zb	ADV	ADV	2
zehn	NUM	NUM	41
zehneinhalb	-	UNK	0
zehntausend	NOUN	OTH	3
zehnte	NOUN	OTH	4
zehntel	-	UNK	0
zehnten	ADJ	OTH	6
zehnter	NOUN	OTH	2
zehntes	-	UNK	0
zeitlebens	ADV	ADV	3
zeitweilig	ADJ	OTH	2
zeitweise	ADV	ADV	13
ziemlich	ADV	ADV	13
zig	-	UNK	0
zigtausend	-	UNK	0
zu	ADP	ADP	3293
zu beginn	ADP	MWE	3293
zu guter letzt	ADP	MWE	3293
